Period,Area,Benchmark,House_type,,,,,
Mar-19,Burnaby East,722500.00 ,Apartment,,,,,
Mar-19,Burnaby North,602900.00 ,Apartment,,,,,
Mar-19,Burnaby South,681400.00 ,Apartment,,,,,
Mar-19,Coquitlam,522800.00 ,Apartment,,,,,
Mar-19,Ladner,537600.00 ,Apartment,,,,,
Mar-19,Maple Ridge,352500.00 ,Apartment,,,,,
Mar-19,New Westminster,516800.00 ,Apartment,,,,,
Mar-19,North Vancouver,564200.00 ,Apartment,,,,,
Mar-19,Pitt Meadows,492500.00 ,Apartment,,,,,
Mar-19,Port Coquitlam,459900.00 ,Apartment,,,,,
Mar-19,Port Moody,635200.00 ,Apartment,,,,,
Mar-19,Richmond,637700.00 ,Apartment,,,,,
Mar-19,Squamish,503100.00 ,Apartment,,,,,
Mar-19,Tsawwassen,572600.00 ,Apartment,,,,,
Mar-19,Vancouver East,589300.00 ,Apartment,,,,,
Mar-19,Vancouver West,769200.00 ,Apartment,,,,,
Mar-19,West Vancouver,1053700.00 ,Apartment,,,,,
Mar-19,Whistler,490400.00 ,Apartment,,,,,
Apr-19,Lower Mainland,1220100.00 ,Detached,,,,,
Apr-19,Bowen Island,991200.00 ,Detached,,,,,
Apr-19,Burnaby East,1173500.00 ,Detached,,,,,
Apr-19,Burnaby North,1392600.00 ,Detached,,,,,
Apr-19,Burnaby South,1531100.00 ,Detached,,,,,
Apr-19,Coquitlam,1156700.00 ,Detached,,,,,
Apr-19,Ladner,963900.00 ,Detached,,,,,
Apr-19,Maple Ridge,815400.00 ,Detached,,,,,
Apr-19,New Westminster,1054300.00 ,Detached,,,,,
Apr-19,North Vancouver,1511400.00 ,Detached,,,,,
Apr-19,Pitt Meadows,896800.00 ,Detached,,,,,
Apr-19,Port Coquitlam,917000.00 ,Detached,,,,,
Apr-19,Port Moody,1366200.00 ,Detached,,,,,
Apr-19,Richmond,1531000.00 ,Detached,,,,,
Apr-19,Squamish,965000.00 ,Detached,,,,,
Apr-19,Sunshine Coast,611100.00 ,Detached,,,,,
Apr-19,Tsawwassen,1080100.00 ,Detached,,,,,
Apr-19,Vancouver East,1369700.00 ,Detached,,,,,
Apr-19,Vancouver West,2985700.00 ,Detached,,,,,
Apr-19,West Vancouver,2580500.00 ,Detached,,,,,
Apr-19,Whistler,1565700.00 ,Detached,,,,,
Apr-19,Lower Mainland,672100.00 ,Townhouse,,,,,
Apr-19,Burnaby East,656800.00 ,Townhouse,,,,,
Apr-19,Burnaby North,709200.00 ,Townhouse,,,,,
Apr-19,Burnaby South,768100.00 ,Townhouse,,,,,
Apr-19,Coquitlam,662500.00 ,Townhouse,,,,,
Apr-19,Ladner,624800.00 ,Townhouse,,,,,
Apr-19,Maple Ridge,542400.00 ,Townhouse,,,,,
Apr-19,New Westminster,712100.00 ,Townhouse,,,,,
Apr-19,North Vancouver,947000.00 ,Townhouse,,,,,
Apr-19,Pitt Meadows,603400.00 ,Townhouse,,,,,
Apr-19,Port Coquitlam,615500.00 ,Townhouse,,,,,
Apr-19,Port Moody,661000.00 ,Townhouse,,,,,
Apr-19,Richmond,771600.00 ,Townhouse,,,,,
Apr-19,Squamish,676100.00 ,Townhouse,,,,,
Apr-19,Tsawwassen,616500.00 ,Townhouse,,,,,
Apr-19,Vancouver East,875700.00 ,Townhouse,,,,,
Apr-19,Vancouver West,1107400.00 ,Townhouse,,,,,
Apr-19,Whistler,895500.00 ,Townhouse,,,,,
Apr-19,Lower Mainland,646300.00 ,Apartment,,,,,
Apr-19,Burnaby East,754900.00 ,Apartment,,,,,
Apr-19,Burnaby North,611800.00 ,Apartment,,,,,
Apr-19,Burnaby South,679200.00 ,Apartment,,,,,
Apr-19,Coquitlam,511500.00 ,Apartment,,,,,
Apr-19,Ladner,519000.00 ,Apartment,,,,,
Apr-19,Maple Ridge,348600.00 ,Apartment,,,,,
Apr-19,New Westminster,525600.00 ,Apartment,,,,,
Apr-19,North Vancouver,563400.00 ,Apartment,,,,,
Apr-19,Pitt Meadows,490300.00 ,Apartment,,,,,
Apr-19,Port Coquitlam,456000.00 ,Apartment,,,,,
Apr-19,Port Moody,633000.00 ,Apartment,,,,,
Apr-19,Richmond,639300.00 ,Apartment,,,,,
Apr-19,Squamish,518100.00 ,Apartment,,,,,
Apr-19,Tsawwassen,554000.00 ,Apartment,,,,,
Apr-19,Vancouver East,593000.00 ,Apartment,,,,,
Apr-19,Vancouver West,764600.00 ,Apartment,,,,,
Apr-19,West Vancouver,1070000.00 ,Apartment,,,,,
Apr-19,Whistler,497800.00 ,Apartment,,,,,
May-19,Lower Mainland,1217300.00 ,Detached,,,,,
May-19,Bowen Island,965900.00 ,Detached,,,,,
May-19,Burnaby East,1162700.00 ,Detached,,,,,
May-19,Burnaby North,1407600.00 ,Detached,,,,,
May-19,Burnaby South,1508100.00 ,Detached,,,,,
May-19,Coquitlam,1164300.00 ,Detached,,,,,
May-19,Ladner,947200.00 ,Detached,,,,,
May-19,Maple Ridge,822800.00 ,Detached,,,,,
May-19,New Westminster,1046700.00 ,Detached,,,,,
May-19,North Vancouver,1508300.00 ,Detached,,,,,
May-19,Pitt Meadows,880800.00 ,Detached,,,,,
May-19,Port Coquitlam,921900.00 ,Detached,,,,,
May-19,Port Moody,1405700.00 ,Detached,,,,,
May-19,Richmond,1503700.00 ,Detached,,,,,
May-19,Squamish,947500.00 ,Detached,,,,,
May-19,Sunshine Coast,600300.00 ,Detached,,,,,
May-19,Tsawwassen,1064000.00 ,Detached,,,,,
May-19,Vancouver East,1371000.00 ,Detached,,,,,
May-19,Vancouver West,2976800.00 ,Detached,,,,,
May-19,West Vancouver,2518000.00 ,Detached,,,,,
May-19,Whistler,1576500.00 ,Detached,,,,,
May-19,Lower Mainland,674600.00 ,Townhouse,,,,,
May-19,Burnaby East,656500.00 ,Townhouse,,,,,
May-19,Burnaby North,730300.00 ,Townhouse,,,,,
May-19,Burnaby South,781500.00 ,Townhouse,,,,,
May-19,Coquitlam,671500.00 ,Townhouse,,,,,
May-19,Ladner,621200.00 ,Townhouse,,,,,
May-19,Maple Ridge,545200.00 ,Townhouse,,,,,
May-19,New Westminster,704700.00 ,Townhouse,,,,,
May-19,North Vancouver,953200.00 ,Townhouse,,,,,
May-19,Pitt Meadows,606000.00 ,Townhouse,,,,,
May-19,Port Coquitlam,642700.00 ,Townhouse,,,,,
May-19,Port Moody,643900.00 ,Townhouse,,,,,
May-19,Richmond,773400.00 ,Townhouse,,,,,
May-19,Squamish,693700.00 ,Townhouse,,,,,
May-19,Tsawwassen,605000.00 ,Townhouse,,,,,
May-19,Vancouver East,881100.00 ,Townhouse,,,,,
May-19,Vancouver West,1116000.00 ,Townhouse,,,,,
May-19,Whistler,880500.00 ,Townhouse,,,,,
May-19,Lower Mainland,642600.00 ,Apartment,,,,,
May-19,Burnaby East,748100.00 ,Apartment,,,,,
May-19,Burnaby North,615100.00 ,Apartment,,,,,
May-19,Burnaby South,676400.00 ,Apartment,,,,,
May-19,Coquitlam,517100.00 ,Apartment,,,,,
May-19,Ladner,522400.00 ,Apartment,,,,,
May-19,Maple Ridge,350700.00 ,Apartment,,,,,
May-19,New Westminster,529100.00 ,Apartment,,,,,
May-19,North Vancouver,557100.00 ,Apartment,,,,,
May-19,Pitt Meadows,493300.00 ,Apartment,,,,,
May-19,Port Coquitlam,450500.00 ,Apartment,,,,,
May-19,Port Moody,630600.00 ,Apartment,,,,,
May-19,Richmond,637900.00 ,Apartment,,,,,
May-19,Squamish,505800.00 ,Apartment,,,,,
May-19,Tsawwassen,559100.00 ,Apartment,,,,,
May-19,Vancouver East,585700.00 ,Apartment,,,,,
May-19,Vancouver West,758500.00 ,Apartment,,,,,
May-19,West Vancouver,1022700.00 ,Apartment,,,,,
May-19,Whistler,500100.00 ,Apartment,,,,,
Jun-19,Lower Mainland,1214000.00 ,Detached,,,,,
Jun-19,Bowen Island,976500.00 ,Detached,,,,,
Jun-19,Burnaby East,1180600.00 ,Detached,,,,,
Jun-19,Burnaby North,1399800.00 ,Detached,,,,,
Jun-19,Burnaby South,1496100.00 ,Detached,,,,,
Jun-19,Coquitlam,1166100.00 ,Detached,,,,,
Jun-19,Ladner,942600.00 ,Detached,,,,,
Jun-19,Maple Ridge,824200.00 ,Detached,,,,,
Jun-19,New Westminster,1051100.00 ,Detached,,,,,
Jun-19,North Vancouver,1524800.00 ,Detached,,,,,
Jun-19,Pitt Meadows,904200.00 ,Detached,,,,,
Jun-19,Port Coquitlam,923700.00 ,Detached,,,,,
Jun-19,Port Moody,1427400.00 ,Detached,,,,,
Jun-19,Richmond,1484600.00 ,Detached,,,,,
Jun-19,Squamish,954000.00 ,Detached,,,,,
Jun-19,Sunshine Coast,599100.00 ,Detached,,,,,
Jun-19,Tsawwassen,1065800.00 ,Detached,,,,,
Jun-19,Vancouver East,1352900.00 ,Detached,,,,,
Jun-19,Vancouver West,2957000.00 ,Detached,,,,,
Jun-19,West Vancouver,2564600.00 ,Detached,,,,,
Jun-19,Whistler,1575100.00 ,Detached,,,,,
Jun-19,Lower Mainland,674300.00 ,Townhouse,,,,,
Jun-19,Burnaby East,644300.00 ,Townhouse,,,,,
Jun-19,Burnaby North,725500.00 ,Townhouse,,,,,
Jun-19,Burnaby South,762600.00 ,Townhouse,,,,,
Jun-19,Coquitlam,657300.00 ,Townhouse,,,,,
Jun-19,Ladner,612500.00 ,Townhouse,,,,,
Jun-19,Maple Ridge,529900.00 ,Townhouse,,,,,
Jun-19,New Westminster,700400.00 ,Townhouse,,,,,
Jun-19,North Vancouver,946600.00 ,Townhouse,,,,,
Jun-19,Pitt Meadows,609400.00 ,Townhouse,,,,,
Jun-19,Port Coquitlam,642400.00 ,Townhouse,,,,,
Jun-19,Port Moody,654200.00 ,Townhouse,,,,,
Jun-19,Richmond,771900.00 ,Townhouse,,,,,
Jun-19,Squamish,684600.00 ,Townhouse,,,,,
Jun-19,Tsawwassen,596800.00 ,Townhouse,,,,,
Jun-19,Vancouver East,869800.00 ,Townhouse,,,,,
Jun-19,Vancouver West,1125800.00 ,Townhouse,,,,,
Jun-19,Whistler,881000.00 ,Townhouse,,,,,
Jun-19,Lower Mainland,633000.00 ,Apartment,,,,,
Jun-19,Burnaby East,736100.00 ,Apartment,,,,,
Jun-19,Burnaby North,607800.00 ,Apartment,,,,,
Jun-19,Burnaby South,666200.00 ,Apartment,,,,,
Jun-19,Coquitlam,514600.00 ,Apartment,,,,,
Jun-19,Ladner,511000.00 ,Apartment,,,,,
Jun-19,Maple Ridge,355200.00 ,Apartment,,,,,
Jun-19,New Westminster,520000.00 ,Apartment,,,,,
Jun-19,North Vancouver,552400.00 ,Apartment,,,,,
Jun-19,Pitt Meadows,498400.00 ,Apartment,,,,,
Jun-19,Port Coquitlam,446500.00 ,Apartment,,,,,
Jun-19,Port Moody,619800.00 ,Apartment,,,,,
Jun-19,Richmond,628500.00 ,Apartment,,,,,
Jun-19,Squamish,512100.00 ,Apartment,,,,,
Jun-19,Tsawwassen,541000.00 ,Apartment,,,,,
Jun-19,Vancouver East,570600.00 ,Apartment,,,,,
Jun-19,Vancouver West,744300.00 ,Apartment,,,,,
Jun-19,West Vancouver,1034500.00 ,Apartment,,,,,
Jun-19,Whistler,507000.00 ,Apartment,,,,,
Jul-19,Lower Mainland,1209800.00 ,Detached,,,,,
Jul-19,Bowen Island,950600.00 ,Detached,,,,,
Jul-19,Burnaby East,1181900.00 ,Detached,,,,,
Jul-19,Burnaby North,1373400.00 ,Detached,,,,,
Jul-19,Burnaby South,1477300.00 ,Detached,,,,,
Jul-19,Coquitlam,1169300.00 ,Detached,,,,,
Jul-19,Ladner,926700.00 ,Detached,,,,,
Jul-19,Maple Ridge,823500.00 ,Detached,,,,,
Jul-19,New Westminster,1045900.00 ,Detached,,,,,
Jul-19,North Vancouver,1488600.00 ,Detached,,,,,
Jul-19,Pitt Meadows,900300.00 ,Detached,,,,,
Jul-19,Port Coquitlam,919200.00 ,Detached,,,,,
Jul-19,Port Moody,1442000.00 ,Detached,,,,,
Jul-19,Richmond,1474800.00 ,Detached,,,,,
Jul-19,Squamish,980900.00 ,Detached,,,,,
Jul-19,Sunshine Coast,596000.00 ,Detached,,,,,
Jul-19,Tsawwassen,1063100.00 ,Detached,,,,,
Jul-19,Vancouver East,1355200.00 ,Detached,,,,,
Jul-19,Vancouver West,2946200.00 ,Detached,,,,,
Jul-19,West Vancouver,2549700.00 ,Detached,,,,,
Jul-19,Whistler,1649100.00 ,Detached,,,,,
Jul-19,Lower Mainland,670200.00 ,Townhouse,,,,,
Jul-19,Burnaby East,648400.00 ,Townhouse,,,,,
Jul-19,Burnaby North,723100.00 ,Townhouse,,,,,
Jul-19,Burnaby South,760600.00 ,Townhouse,,,,,
Jul-19,Coquitlam,653200.00 ,Townhouse,,,,,
Jul-19,Ladner,618100.00 ,Townhouse,,,,,
Jul-19,Maple Ridge,524100.00 ,Townhouse,,,,,
Jul-19,New Westminster,700400.00 ,Townhouse,,,,,
Jul-19,North Vancouver,944100.00 ,Townhouse,,,,,
Jul-19,Pitt Meadows,599500.00 ,Townhouse,,,,,
Jul-19,Port Coquitlam,631800.00 ,Townhouse,,,,,
Jul-19,Port Moody,656900.00 ,Townhouse,,,,,
Jul-19,Richmond,766400.00 ,Townhouse,,,,,
Jul-19,Squamish,687900.00 ,Townhouse,,,,,
Jul-19,Tsawwassen,608300.00 ,Townhouse,,,,,
Jul-19,Vancouver East,855900.00 ,Townhouse,,,,,
Jul-19,Vancouver West,1114700.00 ,Townhouse,,,,,
Jul-19,Whistler,915400.00 ,Townhouse,,,,,
Jul-19,Lower Mainland,631400.00 ,Apartment,,,,,
Jul-19,Burnaby East,721200.00 ,Apartment,,,,,
Jul-19,Burnaby North,609500.00 ,Apartment,,,,,
Jul-19,Burnaby South,653500.00 ,Apartment,,,,,
Jul-19,Coquitlam,516400.00 ,Apartment,,,,,
Jul-19,Ladner,505900.00 ,Apartment,,,,,
Jul-19,Maple Ridge,347800.00 ,Apartment,,,,,
Jul-19,New Westminster,515200.00 ,Apartment,,,,,
Jul-19,North Vancouver,554600.00 ,Apartment,,,,,
Jul-19,Pitt Meadows,488700.00 ,Apartment,,,,,
Jul-19,Port Coquitlam,446000.00 ,Apartment,,,,,
Jul-19,Port Moody,628700.00 ,Apartment,,,,,
Jul-19,Richmond,622500.00 ,Apartment,,,,,
Jul-19,Squamish,478600.00 ,Apartment,,,,,
Jul-19,Tsawwassen,536100.00 ,Apartment,,,,,
Jul-19,Vancouver East,564200.00 ,Apartment,,,,,
Jul-19,Vancouver West,752300.00 ,Apartment,,,,,
Jul-19,West Vancouver,1085700.00 ,Apartment,,,,,
Jul-19,Whistler,475800.00 ,Apartment,,,,,
Aug-19,Lower Mainland,1203700.00 ,Detached,,,,,
Aug-19,Bowen Island,954800.00 ,Detached,,,,,
Aug-19,Burnaby East,1165800.00 ,Detached,,,,,
Aug-19,Burnaby North,1375500.00 ,Detached,,,,,
Aug-19,Burnaby South,1467900.00 ,Detached,,,,,
Aug-19,Coquitlam,1157100.00 ,Detached,,,,,
Aug-19,Ladner,919600.00 ,Detached,,,,,
Aug-19,Maple Ridge,818200.00 ,Detached,,,,,
Aug-19,New Westminster,1033400.00 ,Detached,,,,,
Aug-19,North Vancouver,1475200.00 ,Detached,,,,,
Aug-19,Pitt Meadows,891400.00 ,Detached,,,,,
Aug-19,Port Coquitlam,908400.00 ,Detached,,,,,
Aug-19,Port Moody,1420900.00 ,Detached,,,,,
Aug-19,Richmond,1458800.00 ,Detached,,,,,
Aug-19,Squamish,996100.00 ,Detached,,,,,
Aug-19,Sunshine Coast,584600.00 ,Detached,,,,,
Aug-19,Tsawwassen,1063500.00 ,Detached,,,,,
Aug-19,Vancouver East,1364200.00 ,Detached,,,,,
Aug-19,Vancouver West,2921400.00 ,Detached,,,,,
Aug-19,West Vancouver,2520100.00 ,Detached,,,,,
Aug-19,Whistler,1640500.00 ,Detached,,,,,
Aug-19,Lower Mainland,672700.00 ,Townhouse,,,,,
Aug-19,Burnaby East,644900.00 ,Townhouse,,,,,
Aug-19,Burnaby North,721500.00 ,Townhouse,,,,,
Aug-19,Burnaby South,767000.00 ,Townhouse,,,,,
Aug-19,Coquitlam,651800.00 ,Townhouse,,,,,
Aug-19,Ladner,616700.00 ,Townhouse,,,,,
Aug-19,Maple Ridge,522800.00 ,Townhouse,,,,,
Aug-19,New Westminster,705000.00 ,Townhouse,,,,,
Aug-19,North Vancouver,960200.00 ,Townhouse,,,,,
Aug-19,Pitt Meadows,599300.00 ,Townhouse,,,,,
Aug-19,Port Coquitlam,627600.00 ,Townhouse,,,,,
Aug-19,Port Moody,655700.00 ,Townhouse,,,,,
Aug-19,Richmond,773400.00 ,Townhouse,,,,,
Aug-19,Squamish,705900.00 ,Townhouse,,,,,
Aug-19,Tsawwassen,601200.00 ,Townhouse,,,,,
Aug-19,Vancouver East,847100.00 ,Townhouse,,,,,
Aug-19,Vancouver West,1115100.00 ,Townhouse,,,,,
Aug-19,Whistler,937800.00 ,Townhouse,,,,,
Aug-19,Lower Mainland,631900.00 ,Apartment,,,,,
Aug-19,Burnaby East,700700.00 ,Apartment,,,,,
Aug-19,Burnaby North,601700.00 ,Apartment,,,,,
Aug-19,Burnaby South,648500.00 ,Apartment,,,,,
Aug-19,Coquitlam,524300.00 ,Apartment,,,,,
Aug-19,Ladner,513600.00 ,Apartment,,,,,
Aug-19,Maple Ridge,351500.00 ,Apartment,,,,,
Aug-19,New Westminster,506600.00 ,Apartment,,,,,
Aug-19,North Vancouver,555800.00 ,Apartment,,,,,
Aug-19,Pitt Meadows,490300.00 ,Apartment,,,,,
Aug-19,Port Coquitlam,438400.00 ,Apartment,,,,,
Aug-19,Port Moody,622200.00 ,Apartment,,,,,
Aug-19,Richmond,626700.00 ,Apartment,,,,,
Aug-19,Squamish,500900.00 ,Apartment,,,,,
Aug-19,Tsawwassen,548400.00 ,Apartment,,,,,
Aug-19,Vancouver East,566300.00 ,Apartment,,,,,
Aug-19,Vancouver West,756000.00 ,Apartment,,,,,
Aug-19,West Vancouver,1062100.00 ,Apartment,,,,,
Aug-19,Whistler,503900.00 ,Apartment,,,,,
Sep-19,Lower Mainland,1201400.00 ,Detached,,,,,
Sep-19,Bowen Island,975500.00 ,Detached,,,,,
Sep-19,Burnaby East,1160500.00 ,Detached,,,,,
Sep-19,Burnaby North,1345000.00 ,Detached,,,,,
Sep-19,Burnaby South,1458500.00 ,Detached,,,,,
Sep-19,Coquitlam,1157100.00 ,Detached,,,,,
Sep-19,Ladner,910400.00 ,Detached,,,,,
Sep-19,Maple Ridge,808000.00 ,Detached,,,,,
Sep-19,New Westminster,1025800.00 ,Detached,,,,,
Sep-19,North Vancouver,1463200.00 ,Detached,,,,,
Sep-19,Pitt Meadows,875100.00 ,Detached,,,,,
Sep-19,Port Coquitlam,908700.00 ,Detached,,,,,
Sep-19,Port Moody,1407900.00 ,Detached,,,,,
Sep-19,Richmond,1476800.00 ,Detached,,,,,
Sep-19,Squamish,975200.00 ,Detached,,,,,
Sep-19,Sunshine Coast,594900.00 ,Detached,,,,,
Sep-19,Tsawwassen,1030300.00 ,Detached,,,,,
Sep-19,Vancouver East,1372900.00 ,Detached,,,,,
Sep-19,Vancouver West,2945200.00 ,Detached,,,,,
Sep-19,West Vancouver,2520100.00 ,Detached,,,,,
Sep-19,Whistler,1644800.00 ,Detached,,,,,
Sep-19,Lower Mainland,670800.00 ,Townhouse,,,,,
Sep-19,Burnaby East,645900.00 ,Townhouse,,,,,
Sep-19,Burnaby North,729500.00 ,Townhouse,,,,,
Sep-19,Burnaby South,757100.00 ,Townhouse,,,,,
Sep-19,Coquitlam,651300.00 ,Townhouse,,,,,
Sep-19,Ladner,636200.00 ,Townhouse,,,,,
Sep-19,Maple Ridge,522800.00 ,Townhouse,,,,,
Sep-19,New Westminster,714300.00 ,Townhouse,,,,,
Sep-19,North Vancouver,937100.00 ,Townhouse,,,,,
Sep-19,Pitt Meadows,595300.00 ,Townhouse,,,,,
Sep-19,Port Coquitlam,623100.00 ,Townhouse,,,,,
Sep-19,Port Moody,634700.00 ,Townhouse,,,,,
Sep-19,Richmond,770100.00 ,Townhouse,,,,,
Sep-19,Squamish,720500.00 ,Townhouse,,,,,
Sep-19,Tsawwassen,613200.00 ,Townhouse,,,,,
Sep-19,Vancouver East,850900.00 ,Townhouse,,,,,
Sep-19,Vancouver West,1098900.00 ,Townhouse,,,,,
Sep-19,Whistler,948100.00 ,Townhouse,,,,,
Sep-19,Lower Mainland,628800.00 ,Apartment,,,,,
Sep-19,Burnaby East,713900.00 ,Apartment,,,,,
Sep-19,Burnaby North,591400.00 ,Apartment,,,,,
Sep-19,Burnaby South,654500.00 ,Apartment,,,,,
Sep-19,Coquitlam,518200.00 ,Apartment,,,,,
Sep-19,Ladner,504000.00 ,Apartment,,,,,
Sep-19,Maple Ridge,348500.00 ,Apartment,,,,,
Sep-19,New Westminster,511000.00 ,Apartment,,,,,
Sep-19,North Vancouver,546500.00 ,Apartment,,,,,
Sep-19,Pitt Meadows,487200.00 ,Apartment,,,,,
Sep-19,Port Coquitlam,433600.00 ,Apartment,,,,,
Sep-19,Port Moody,627000.00 ,Apartment,,,,,
Sep-19,Richmond,627100.00 ,Apartment,,,,,
Sep-19,Squamish,491600.00 ,Apartment,,,,,
Sep-19,Tsawwassen,535000.00 ,Apartment,,,,,
Sep-19,Vancouver East,563300.00 ,Apartment,,,,,
Sep-19,Vancouver West,754800.00 ,Apartment,,,,,
Sep-19,West Vancouver,1021200.00 ,Apartment,,,,,
Sep-19,Whistler,492400.00 ,Apartment,,,,,
Oct-19,Lower Mainland,1205600.00 ,Detached,,,,,
Oct-19,Bowen Island,973700.00 ,Detached,,,,,
Oct-19,Burnaby East,1153300.00 ,Detached,,,,,
Oct-19,Burnaby North,1366200.00 ,Detached,,,,,
Oct-19,Burnaby South,1473100.00 ,Detached,,,,,
Oct-19,Coquitlam,1151200.00 ,Detached,,,,,
Oct-19,Ladner,911700.00 ,Detached,,,,,
Oct-19,Maple Ridge,804200.00 ,Detached,,,,,
Oct-19,New Westminster,1017000.00 ,Detached,,,,,
Oct-19,North Vancouver,1465700.00 ,Detached,,,,,
Oct-19,Pitt Meadows,881900.00 ,Detached,,,,,
Oct-19,Port Coquitlam,914700.00 ,Detached,,,,,
Oct-19,Port Moody,1394300.00 ,Detached,,,,,
Oct-19,Richmond,1501600.00 ,Detached,,,,,
Oct-19,Squamish,986600.00 ,Detached,,,,,
Oct-19,Sunshine Coast,598300.00 ,Detached,,,,,
Oct-19,Tsawwassen,1045100.00 ,Detached,,,,,
Oct-19,Vancouver East,1378300.00 ,Detached,,,,,
Oct-19,Vancouver West,2955100.00 ,Detached,,,,,
Oct-19,West Vancouver,2523300.00 ,Detached,,,,,
Oct-19,Whistler,1659200.00 ,Detached,,,,,
Oct-19,Lower Mainland,669400.00 ,Townhouse,,,,,
Oct-19,Burnaby East,653000.00 ,Townhouse,,,,,
Oct-19,Burnaby North,723900.00 ,Townhouse,,,,,
Oct-19,Burnaby South,776600.00 ,Townhouse,,,,,
Oct-19,Coquitlam,648600.00 ,Townhouse,,,,,
Oct-19,Ladner,630900.00 ,Townhouse,,,,,
Oct-19,Maple Ridge,528800.00 ,Townhouse,,,,,
Oct-19,New Westminster,717600.00 ,Townhouse,,,,,
Oct-19,North Vancouver,936300.00 ,Townhouse,,,,,
Oct-19,Pitt Meadows,597900.00 ,Townhouse,,,,,
Oct-19,Port Coquitlam,621800.00 ,Townhouse,,,,,
Oct-19,Port Moody,620200.00 ,Townhouse,,,,,
Oct-19,Richmond,772500.00 ,Townhouse,,,,,
Oct-19,Squamish,705900.00 ,Townhouse,,,,,
Oct-19,Tsawwassen,615700.00 ,Townhouse,,,,,
Oct-19,Vancouver East,860300.00 ,Townhouse,,,,,
Oct-19,Vancouver West,1113400.00 ,Townhouse,,,,,
Oct-19,Whistler,923300.00 ,Townhouse,,,,,
Oct-19,Lower Mainland,629300.00 ,Apartment,,,,,
Oct-19,Burnaby East,711300.00 ,Apartment,,,,,
Oct-19,Burnaby North,590300.00 ,Apartment,,,,,
Oct-19,Burnaby South,645300.00 ,Apartment,,,,,
Oct-19,Coquitlam,517000.00 ,Apartment,,,,,
Oct-19,Ladner,507400.00 ,Apartment,,,,,
Oct-19,Maple Ridge,350400.00 ,Apartment,,,,,
Oct-19,New Westminster,508100.00 ,Apartment,,,,,
Oct-19,North Vancouver,554100.00 ,Apartment,,,,,
Oct-19,Pitt Meadows,490600.00 ,Apartment,,,,,
Oct-19,Port Coquitlam,437400.00 ,Apartment,,,,,
Oct-19,Port Moody,630600.00 ,Apartment,,,,,
Oct-19,Richmond,625500.00 ,Apartment,,,,,
Oct-19,Squamish,511400.00 ,Apartment,,,,,
Oct-19,Tsawwassen,538000.00 ,Apartment,,,,,
Oct-19,Vancouver East,567700.00 ,Apartment,,,,,
Oct-19,Vancouver West,754100.00 ,Apartment,,,,,
Oct-19,West Vancouver,1048800.00 ,Apartment,,,,,
Oct-19,Whistler,503700.00 ,Apartment,,,,,
Nov-19,Lower Mainland,1207000.00 ,Detached,,,,,
Nov-19,Bowen Island,959400.00 ,Detached,,,,,
Nov-19,Burnaby East,1159600.00 ,Detached,,,,,
Nov-19,Burnaby North,1380700.00 ,Detached,,,,,
Nov-19,Burnaby South,1486200.00 ,Detached,,,,,
Nov-19,Coquitlam,1154800.00 ,Detached,,,,,
Nov-19,Ladner,915800.00 ,Detached,,,,,
Nov-19,Maple Ridge,803500.00 ,Detached,,,,,
Nov-19,New Westminster,1023800.00 ,Detached,,,,,
Nov-19,North Vancouver,1497500.00 ,Detached,,,,,
Nov-19,Pitt Meadows,872600.00 ,Detached,,,,,
Nov-19,Port Coquitlam,931200.00 ,Detached,,,,,
Nov-19,Port Moody,1395400.00 ,Detached,,,,,
Nov-19,Richmond,1490800.00 ,Detached,,,,,
Nov-19,Squamish,979400.00 ,Detached,,,,,
Nov-19,Sunshine Coast,588000.00 ,Detached,,,,,
Nov-19,Tsawwassen,1045600.00 ,Detached,,,,,
Nov-19,Vancouver East,1388700.00 ,Detached,,,,,
Nov-19,Vancouver West,2943200.00 ,Detached,,,,,
Nov-19,West Vancouver,2544400.00 ,Detached,,,,,
Nov-19,Whistler,1634700.00 ,Detached,,,,,
Nov-19,Lower Mainland,667200.00 ,Townhouse,,,,,
Nov-19,Burnaby East,658700.00 ,Townhouse,,,,,
Nov-19,Burnaby North,728500.00 ,Townhouse,,,,,
Nov-19,Burnaby South,769600.00 ,Townhouse,,,,,
Nov-19,Coquitlam,644200.00 ,Townhouse,,,,,
Nov-19,Ladner,624800.00 ,Townhouse,,,,,
Nov-19,Maple Ridge,529200.00 ,Townhouse,,,,,
Nov-19,New Westminster,715400.00 ,Townhouse,,,,,
Nov-19,North Vancouver,937100.00 ,Townhouse,,,,,
Nov-19,Pitt Meadows,589800.00 ,Townhouse,,,,,
Nov-19,Port Coquitlam,618100.00 ,Townhouse,,,,,
Nov-19,Port Moody,618400.00 ,Townhouse,,,,,
Nov-19,Richmond,761900.00 ,Townhouse,,,,,
Nov-19,Squamish,708300.00 ,Townhouse,,,,,
Nov-19,Tsawwassen,611600.00 ,Townhouse,,,,,
Nov-19,Vancouver East,869100.00 ,Townhouse,,,,,
Nov-19,Vancouver West,1133900.00 ,Townhouse,,,,,
Nov-19,Whistler,940700.00 ,Townhouse,,,,,
Nov-19,Lower Mainland,628600.00 ,Apartment,,,,,
Nov-19,Burnaby East,718100.00 ,Apartment,,,,,
Nov-19,Burnaby North,595900.00 ,Apartment,,,,,
Nov-19,Burnaby South,647300.00 ,Apartment,,,,,
Nov-19,Coquitlam,518200.00 ,Apartment,,,,,
